cp_hex	char	count	block	category	name
U+5F3C	弼	64	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5F3C
U+6182	憂	64	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6182
U+66F8	書	64	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-66F8
U+4E16	世	63	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4E16
U+5404	各	63	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5404
U+5984	妄	63	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5984
U+5E1D	帝	63	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5E1D
U+8CE2	賢	63	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8CE2
U+97D3	韓	63	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-97D3
U+5BB3	害	62	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5BB3
U+76DB	盛	62	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-76DB
U+4E45	久	61	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4E45
U+5377	卷	61	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5377
U+540D	名	61	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-540D
U+9580	門	61	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9580
U+624B	手	60	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-624B
U+76E1	盡	60	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-76E1
U+5211	刑	59	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5211
U+60C5	情	59	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-60C5
U+624D	才	59	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-624D
U+6771	東	59	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6771
U+9B3C	鬼	59	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9B3C
U+6C7A	決	58	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6C7A
U+6D89	涉	58	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6D89
U+7E3E	績	58	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7E3E
U+96B1	隱	58	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-96B1
U+55BB	喻	57	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-55BB
U+5F62	形	57	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5F62
U+6CBB	治	57	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6CBB
U+8C6B	豫	57	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8C6B
U+9054	達	57	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9054
U+6211	我	56	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6211
U+75BE	疾	56	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-75BE
U+805A	聚	56	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-805A
U+5357	南	55	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5357
U+60E1	惡	55	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-60E1
U+65BD	施	55	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-65BD
U+65C5	旅	55	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-65C5
U+7368	獨	55	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7368
U+8033	耳	55	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8033
U+552F	唯	54	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-552F
U+696D	業	54	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-696D
U+559C	喜	53	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-559C
U+5DDD	川	53	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5DDD
U+601D	思	53	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-601D
U+590F	夏	52	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-590F
U+59E4	姤	52	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-59E4
U+5B8B	宋	52	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5B8B
U+5B97	宗	52	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5B97
U+8FAF	辯	52	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8FAF
U+4EC1	仁	51	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4EC1
U+5065	健	51	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5065
U+5C07	將	51	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5C07
U+6B66	武	51	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6B66
U+7530	田	51	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7530
U+76EE	目	51	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-76EE
U+76F4	直	51	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-76F4
U+796D	祭	51	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-796D
U+8ECA	車	51	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8ECA
U+914D	配	51	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-914D
U+611F	感	50	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-611F
U+61FC	懼	50	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-61FC
U+89AA	親	50	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-89AA
U+5351	卑	49	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5351
U+5EDF	廟	49	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5EDF
U+7532	甲	49	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7532
U+903A	逺	49	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-903A
U+9091	邑	49	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9091
U+514B	克	48	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-514B
U+55D1	嗑	48	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-55D1
U+5C6F	屯	48	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5C6F
U+6C0F	氏	48	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6C0F
U+798F	福	48	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-798F
U+7E69	繩	48	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7E69
U+4EE4	令	47	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4EE4
U+5236	制	47	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5236
U+53BB	去	47	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-53BB
U+571F	土	47	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-571F
U+7AE0	章	47	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7AE0
U+96C6	集	47	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-96C6
U+5F11	弑	46	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5F11
U+653F	政	46	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-653F
U+6BB7	殷	46	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6BB7
U+7531	由	46	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7531
U+7D02	紂	46	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7D02
U+8208	興	46	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8208
U+820D	舍	46	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-820D
U+8877	衷	46	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8877
U+5099	備	45	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5099
U+5E7D	幽	45	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5E7D
U+6625	春	45	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6625
U+6649	晉	45	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6649
U+6B21	次	45	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6B21
U+707D	災	45	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-707D
U+7372	獲	45	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7372
U+9006	逆	45	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9006
U+98DB	飛	45	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-98DB
U+50B7	傷	44	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-50B7
U+5317	北	44	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5317
U+532A	匪	44	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-532A
U+5E74	年	44	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5E74
U+5EFA	建	44	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5EFA
U+7344	獄	44	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7344
U+767D	白	44	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-767D
U+7D93	經	44	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7D93
U+8E47	蹇	44	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8E47
U+9055	違	44	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9055
U+96F2	雲	44	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-96F2
U+5305	包	43	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5305
U+5937	夷	43	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5937
U+670D	服	43	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-670D
U+7167	照	43	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7167
U+4E92	互	42	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4E92
U+54C9	哉	42	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-54C9
U+5E73	平	42	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5E73
U+79CB	秋	42	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-79CB
U+9808	須	42	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9808
U+9E97	麗	42	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9E97
U+524D	前	41	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-524D
U+59B9	妹	41	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-59B9
U+5B88	守	41	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5B88
U+5F15	引	41	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5F15
U+5F17	弗	41	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5F17
U+6539	改	41	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6539
U+6559	教	41	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6559
U+865F	號	41	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-865F
U+8CC7	資	41	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8CC7
U+975C	靜	41	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-975C
U+610F	意	40	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-610F
U+65E2	既	40	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-65E2
U+6F38	漸	40	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6F38
U+77E2	矢	40	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-77E2
U+7A4D	積	40	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7A4D
U+8C50	豐	40	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8C50
U+96DC	雜	40	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-96DC
U+9AD9	髙	40	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9AD9
U+9CE5	鳥	40	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9CE5
U+4E14	且	39	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4E14
U+4FEE	修	39	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4FEE
U+53E4	古	39	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-53E4
U+5BB9	容	39	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5BB9
U+6176	慶	39	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6176
U+65B7	斷	39	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-65B7
U+6E19	渙	39	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6E19
U+6F5B	潛	39	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6F5B
U+767C	發	39	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-767C
U+864E	虎	39	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-864E
U+8840	血	39	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8840
U+90A6	邦	39	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-90A6
U+59A5	妥	38	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-59A5
U+6212	戒	38	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6212
U+7E6B	繫	38	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7E6B
U+7FD2	習	38	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7FD2
U+8457	著	38	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8457
U+84CD	蓍	38	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-84CD
U+9834	頴	38	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9834
U+9AD8	高	38	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9AD8
U+51E1	凡	37	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-51E1
U+5A01	威	37	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5A01
U+8831	蠱	37	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8831
U+98FE	飾	37	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-98FE
U+9B5A	魚	37	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9B5A
U+4EAB	享	36	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4EAB
U+544A	告	36	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-544A
U+56E0	因	36	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-56E0
U+59BB	妻	36	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-59BB
U+656C	敬	36	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-656C
U+6DF1	深	36	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6DF1
U+8CE4	賤	36	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8CE4
U+8D77	起	36	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8D77
U+9F9C	龜	36	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9F9C
U+537D	卽	35	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-537D
U+5510	唐	35	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5510
U+5BCC	富	35	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5BCC
U+672B	末	35	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-672B
U+9700	需	35	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9700
U+98F2	飲	35	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-98F2
U+4F10	伐	34	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4F10
U+5609	嘉	34	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5609
U+5C3E	尾	34	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5C3E
U+5EA6	度	34	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5EA6
U+65C1	旁	34	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-65C1
U+7CBE	精	34	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7CBE
U+8584	薄	34	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8584
U+865B	虛	34	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-865B
U+8B7D	譽	34	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8B7D
U+8CC1	賁	34	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8CC1
U+8F14	輔	34	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8F14
U+9130	鄰	34	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9130
U+9EC3	黃	34	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9EC3
U+5168	全	33	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5168
U+51AC	冬	33	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-51AC
U+58EB	士	33	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-58EB
U+591C	夜	33	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-591C
U+5E96	庖	33	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5E96
U+5EAD	庭	33	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5EAD
U+6BCD	母	33	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6BCD
U+7F8E	美	33	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7F8E
U+8001	老	33	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8001
U+865A	虚	33	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-865A
U+8A2D	設	33	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8A2D
U+9593	間	33	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9593
U+9EC4	黄	33	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9EC4
U+5805	堅	32	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5805
U+65AF	斯	32	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-65AF
U+6C38	永	32	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6C38
U+7570	異	32	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7570
U+777D	睽	32	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-777D
U+79BD	禽	32	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-79BD
U+7D22	索	32	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7D22
U+8179	腹	32	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8179
U+8F09	載	32	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8F09
U+8F3F	輿	32	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8F3F
U+9042	遂	32	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9042
U+52DD	勝	31	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-52DD
U+5FAE	微	31	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5FAE
U+72A7	犧	31	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-72A7
U+7B11	笑	31	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7B11
U+8003	考	31	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8003
U+91CE	野	31	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-91CE
U+5047	假	30	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5047
U+52DE	勞	30	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-52DE
U+542B	含	30	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-542B
U+5F85	待	30	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5F85
U+620E	戎	30	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-620E
U+64B0	撰	30	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-64B0
U+6A02	樂	30	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6A02
U+7240	牀	30	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7240
U+76DC	盜	30	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-76DC
U+7F6A	罪	30	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7F6A
U+932F	錯	30	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-932F
U+5BA4	室	29	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5BA4
U+5BBC	宼	29	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5BBC
U+5C31	就	29	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5C31
U+5DE6	左	29	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5DE6
U+5E79	幹	29	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5E79
U+63A8	推	29	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-63A8
U+6703	會	29	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6703
U+7940	祀	29	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7940
U+7950	祐	29	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7950
U+9152	酒	29	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9152
U+4FC2	係	28	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4FC2
U+5175	兵	28	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5175
U+5360	占	28	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5360
U+5BC6	密	28	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5BC6
U+5C11	少	28	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5C11
U+60D5	惕	28	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-60D5
U+6557	敗	28	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6557
U+665D	晝	28	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-665D
U+6B72	歲	28	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6B72
U+6BBA	殺	28	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6BBA
U+795A	祚	28	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-795A
U+7FDF	翟	28	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7FDF
U+819A	膚	28	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-819A
U+8349	草	28	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8349
U+8A9E	語	28	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8A9E
U+958B	開	28	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-958B
U+9644	附	28	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-9644
U+522B	别	27	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-522B
U+52A9	助	27	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-52A9
U+539A	厚	27	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-539A
U+57F7	執	27	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-57F7
U+592A	太	27	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-592A
U+5BF6	寶	27	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-5BF6
U+6307	指	27	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6307
U+667A	智	27	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-667A
U+76D6	盖	27	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-76D6
U+771A	眚	27	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-771A
U+820A	舊	27	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-820A
U+88AB	被	27	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-88AB
U+8DBE	趾	27	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8DBE
U+4FD7	俗	26	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4FD7
U+4FDD	保	26	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4FDD
U+4FF1	俱	26	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-4FF1
U+518D	再	26	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-518D
U+616E	慮	26	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-616E
U+6FE1	濡	26	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-6FE1
U+7D14	純	26	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7D14
U+7F8A	羊	26	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-7F8A
U+80A1	股	26	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-80A1
U+8209	舉	26	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8209
U+8403	萃	26	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8403
U+8700	蜀	26	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8700
U+8B70	議	26	CJK Unified Ideographs	Lo	CJK UNIFIED IDEOGRAPH-8B70
